,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
328,"$84,738 /yr (est.)",84738.0,Automation Tester,3,1,-1,"IntelliBridge LLC
3.8", VA,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.0,4.2,3.8,4.0,2023-05-24 08:59:55.097402,yr
329,"$100,328 /yr (est.)",100328.0,Interest Rate Derivative Software Tester/Analyst,0,1,-1,"U.S. Bank National Association
3.7",Remote,3.7,1,160,10000+ Employees,1863,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.5,3.8,3.4,3.7,2023-05-24 08:59:59.840857,yr
330,"$63,832 /yr (est.)",63832.0,QA Manual Tester,3,1,1,"RD Solutions Pvt. Ltd
4.4", NV,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.2,3.2,4.2,3.2,4.6,2023-05-24 09:00:10.692017,yr
331,"$80,000 /yr (est.)",80000.0,Penetration Tester - Junior,0,1,0,"Strata Information Group
4.5",Remote,4.5,1,36,51 to 200 Employees,1987,Company - Private,Colleges & Universities,Education,$5 to $25 million (USD),3.8,3.8,4.6,4.4,4.2,2023-05-24 09:00:14.791059,yr
334,$52.50 /hr (est.),109200.0,QA Manual Tester,10,1,-1,ExpressTech, NV,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 09:00:29.810474,hr
335,"$62,090 /yr (est.)",62090.0,Business Analyst I,4,1,1,"BlueCross BlueShield of South Carolina
3.6", SC,3.6,0,75,1001 to 5000 Employees,1948,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),3.3,3.6,3.3,3.1,3.7,2023-05-24 09:00:36.628792,yr
337,"$70,446 /yr (est.)",70446.0,Quality Assurance Tester,0,1,-1,"IntelliBridge LLC
3.8", DC,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.0,4.2,3.8,4.0,2023-05-24 09:00:45.072857,yr
338,"$71,906 /yr (est.)",71906.0,Informatica Tester,9,1,-1,"AshCourt
5.0", MD,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.6,4.6,5.0,5.0,5.0,2023-05-24 09:00:50.065088,yr
339,"$80,882 /yr (est.)",80882.0,Manual Tester,6,1,-1,"IntelliBridge LLC
3.8", VA,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.0,4.2,3.8,4.0,2023-05-24 09:00:53.825721,yr
340,"$75,207 /yr (est.)",75207.0,Junior Penetration Tester,4,1,0,"TMC TECHNOLOGIES
4.5", VA,4.5,0,13,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,4.7,4.9,4.8,4.5,2023-05-24 09:00:58.093800,yr
341,"$67,500 /yr (est.)",67500.0,Penetration Tester,1,2,1,"Fusion Technology-LLC
3.7", DC,3.7,0,16,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.7,3.8,3.9,3.7,3.7,2023-05-24 09:01:01.308276,yr
343,"$60,356 /yr (est.)",60356.0,QA TESTER,0,1,-1,Buildable, OR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 09:01:11.206557,yr
344,"$51,161 /yr (est.)",51161.0,QA Tester (Journeyman),5,1,-1,"ATTAINX INC
4.6", GA,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.3,4.4,4.5,4.4,4.3,2023-05-24 09:01:18.201132,yr
345,"$107,150 /yr (est.)",107150.0,Database Security Tester,5,1,1,"Booz Allen Hamilton
4.2", DC,4.2,0,109,10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.1,3.9,4.3,3.9,4.3,2023-05-24 09:01:22.168771,yr
346,"$2,964 /mo (est.)",35568.0,Program Specialist I,0,1,1,"Prairie View A&M University
4.2", TX,4.2,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.7,3.9,3.7,3.9,2023-05-24 09:01:26.152057,mo
347,"$60,000 /yr (est.)",60000.0,SOFTWARE TESTER 1 - 46117,0,2,1,"State of Tennessee
3.4", TN,3.4,0,227,10000+ Employees,1796,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.3,3.1,3.2,3.0,3.7,2023-05-24 09:01:30.185410,yr
348,"$60,000 /yr (est.)",60000.0,Systems Engineer,5,2,1,JoulestoWatts Business Solutions Pvt Ltd, CT,3.4,0,227,10000+ Employees,1796,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.3,3.1,3.2,3.0,3.7,2023-05-24 09:01:34.048567,yr
350,"$65,000 /yr (est.)",65000.0,QA Manual Tester,4,2,-1,"Element5
3.6", TX,3.6,0,-1,-1,-1,-1,-1,-1,-1,2.5,2.5,2.5,2.5,3.6,2023-05-24 09:01:43.931245,yr
351,"$106,711 /yr (est.)",106711.0,Penetration Tester I,2,2,-1,Autoroboto, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 09:01:48.970908,yr
352,"$60,886 /yr (est.)",60886.0,Software QA Tester (REMOTE),3,1,-1,"ANALYGENCE, Inc.
4.3", MD,4.3,0,13,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.9,4.3,4.4,4.3,2023-05-24 09:01:55.147983,yr
353,"$93,948 /yr (est.)",93948.0,Automation Tester,5,1,-1,"Cognosante, LLC
4.2",Remote,4.2,1,15,1001 to 5000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.0,3.9,4.2,4.0,4.3,2023-05-24 09:01:58.094373,yr
354,"$101,633 /yr (est.)",101633.0,Synack Red Team Member,0,2,-1,"Synack SRT
4.1", DC,4.1,0,10,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.3,4.1,4.0,3.8,4.2,2023-05-24 09:02:01.751573,yr
355,"$69,536 /yr (est.)",69536.0,Information Security Analyst,3,1,0,"Development Dimensions International, Inc.
4.0", PA,4.0,0,53,1001 to 5000 Employees,1970,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),3.6,3.7,4.1,3.6,4.0,2023-05-24 09:02:07.101070,yr
356,$25.00 /hr (est.),52000.0,Tester,3,1,-1,"Vestas
3.8", CO,3.8,0,78,10000+ Employees,1945,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.6,3.4,3.8,3.3,3.6,2023-05-24 09:02:11.077916,hr
357,"$71,994 /yr (est.)",71994.0,Junior Penetration Tester,0,2,1,"black lantern security
5.0", SC,5.0,0,10,1 to 50 Employees,2013,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,4.8,2023-05-24 09:02:14.336564,yr
358,"$64,845 /yr (est.)",64845.0,IT- Quality Assurance Tester,3,1,-1,"ABC Stores
4.0", HI,4.0,0,-1,-1,-1,-1,-1,-1,-1,4.1,4.1,3.9,3.9,3.7,2023-05-24 09:02:18.575432,yr
360,"$80,000 /yr (est.)",80000.0,Penetration Tester - Junior,0,1,0,"Strata Information Group
4.5",Remote,4.5,1,36,51 to 200 Employees,1987,Company - Private,Colleges & Universities,Education,$5 to $25 million (USD),3.8,3.8,4.6,4.4,4.2,2023-05-24 09:02:34.864022,yr
361,"$63,832 /yr (est.)",63832.0,QA Manual Tester,3,1,1,"RD Solutions Pvt. Ltd
4.4", NV,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.2,3.2,4.2,3.2,4.6,2023-05-24 09:02:37.779590,yr
363,"$62,090 /yr (est.)",62090.0,Business Analyst I,4,1,1,"BlueCross BlueShield of South Carolina
3.6", SC,3.6,0,75,1001 to 5000 Employees,1948,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),3.3,3.6,3.3,3.1,3.7,2023-05-24 09:02:48.304990,yr
364,"$2,964 /mo (est.)",35568.0,Program Specialist I,0,1,1,"Prairie View A&M University
4.2", TX,4.2,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.7,3.9,3.7,3.9,2023-05-24 09:02:51.621711,mo
366,$52.50 /hr (est.),109200.0,QA Manual Tester,10,1,-1,ExpressTech, NV,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 09:03:04.738866,hr
368,"$75,207 /yr (est.)",75207.0,Junior Penetration Tester,4,1,0,"TMC TECHNOLOGIES
4.5", VA,4.5,0,13,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,4.7,4.9,4.8,4.5,2023-05-24 09:03:16.080106,yr
369,"$75,207 /yr (est.)",75207.0,Junior Penetration Tester,-1,-1,-1,"TMC TECHNOLOGIES
4.5", VA,4.5,0,13,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,4.7,4.9,4.8,4.5,2023-05-24 09:03:19.066791,yr
370,"$60,000 /yr (est.)",60000.0,SOFTWARE TESTER 1 - 46117,0,2,1,"State of Tennessee
3.4", TN,3.4,0,227,10000+ Employees,1796,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.3,3.1,3.2,3.0,3.7,2023-05-24 09:03:21.824834,yr
373,"$60,886 /yr (est.)",60886.0,Software QA Tester (REMOTE),3,1,-1,"ANALYGENCE, Inc.
4.3", MD,4.3,0,13,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.9,4.3,4.4,4.3,2023-05-24 09:03:36.730196,yr
374,"$101,633 /yr (est.)",101633.0,Synack Red Team Member,0,2,-1,"Synack SRT
4.1", DC,4.1,0,10,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.3,4.1,4.0,3.8,4.2,2023-05-24 09:03:39.839073,yr
