,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
241,"$117,500 /yr (est.)",117500.0,Jr data engineer,3,1,-1,"Kalani Consulting
5.0",Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,4.0,5.0,5.0,5.0,5.0,2023-05-23 17:12:40.363209,yr
243,$62.50 /hr (est.),130000.0,Data Engineer,-1,-1,-1,"Okaya infocom
4.0", NJ,4.0,0,17,Unknown,2006,Self-employed,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.5,3.8,2023-05-23 17:12:52.378084,hr
244,"$85,000 /yr (est.)",85000.0,Data Engineer,2,1,0,DocsInk LLC, NC,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-23 17:12:55.930127,yr
245,$61.87 /hr (est.),128689.6,Data Engineer,6,1,-1,DataPattern, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-23 17:13:02.616978,hr
246,$42.50 /hr (est.),88400.0,Snowflake Data Engineer,5,1,-1,Futuretech Consultants LLC, MS,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-23 17:13:08.657750,hr
247,"$83,235 /yr (est.)",83235.0,Data Engineer,3,1,-1,"INTELETECH GLOBAL INC
3.7", FL,3.7,0,17,1 to 50 Employees,2006,Self-employed,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.3,3.8,4.2,4.0,3.9,2023-05-23 17:13:14.412151,yr
248,"$72,014 /yr (est.)",72014.0,Associate Data Engineer,3,1,1,"Benson Hill
3.5", MO,3.5,0,11,51 to 200 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 million (USD),3.4,3.8,3.7,3.1,3.2,2023-05-23 17:13:19.954692,yr
249,"$79,585 /yr (est.)",79585.0,Associate Data Engineer,0,1,0,"MedSpeed
3.3", IL,3.3,0,-1,-1,-1,-1,-1,-1,-1,2.8,2.6,3.4,3.1,3.5,2023-05-23 17:13:23.978756,yr
250,"$112,500 /yr (est.)",112500.0,SQL Data Engineer,3,1,-1,"HealthComp
3.2", TX,3.2,0,29,501 to 1000 Employees,1994,Company - Private,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),2.9,2.7,2.8,2.3,2.8,2023-05-23 17:13:28.305375,yr
251,$60.00 /hr (est.),124800.0,Big Data Engineer,8,2,-1,keasis Inc, DE,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-23 17:13:31.957169,hr
252,$57.50 /hr (est.),119600.0,AWS Data Engineer,5,1,1,Sthavirsoft Inc, NJ,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-23 17:13:37.561703,hr
