,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
0,"$105,196 /yr (est.)",105196.0,SDET,0,2,-1,Convene Technologies,"New York, NY",3.6,0,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.1,2.9,3.1,2.9,3.1,2023-05-20 14:06:27.863644,yr
1,$47.50 /hr (est.),98800.0,QA Test Lead,11,2,1,ERPMark Inc,Remote,4.0,1,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,4.0,4.0,3.0,2023-05-20 14:06:30.987979,hr
3,"$96,850 /yr (est.)",96850.0,Senior Software QA Engineer (Open to Remote),6,1,1,Simpson Strong-Tie,"Boulder, CO",4.0,0,67,1001 to 5000 Employees,1956,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.6,3.9,3.8,3.5,3.7,2023-05-20 14:06:39.037317,yr
4,"$77,640 /yr (est.)",77640.0,QA Analyst,0,1,-1,Mayura,"Woodbridge, NJ",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:06:41.970241,yr
5,"$65,000 /yr (est.)",65000.0,QA Analyst,0,1,1,Baldwin Risk Partners,"New York, NY",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.8,3.8,3.4,4.1,2023-05-20 14:06:48.309856,yr
6,"$50,709 /yr (est.)",50709.0,Associate QA Analyst (Remote),0,1,0,"Patterson Companies, Inc.","Effingham, IL",3.7,0,146,5001 to 10000 Employees,1877,Company - Public,Wholesale,Retail & Wholesale,$5 to $10 billion (USD),3.4,3.5,3.8,3.4,3.6,2023-05-20 14:06:51.860373,yr
7,$55.00 /hr (est.),114400.0,SDET/QA Automation Engineer,7,2,-1,Talent Group,"Charlotte, NC",2.3,0,-1,-1,-1,-1,-1,-1,-1,1.7,1.7,1.7,1.7,1.7,2023-05-20 14:06:55.643696,hr
8,$26.50 /hr (est.),55120.0,Junior QA Analyst,1,1,-1,TRESUME,"Detroit, MI",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:06:59.651350,hr
9,$57.50 /hr (est.),119600.0,QA Test Analyst,7,1,-1,Siri info solutions inc,"Concord, AR",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:07:05.722182,hr
10,"$92,180 /yr (est.)",92180.0,QA Engineer - Remote,2,1,1,Genome,"New York, NY",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.2,3.9,3.4,3.2,2023-05-20 14:07:11.671220,yr
11,"$76,600 /yr (est.)",76600.0,QA Analyst,0,2,1,Information Consulting Services of Delaware Valley,"Hammonton, NJ",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:07:15.543275,yr
12,"$103,134 /yr (est.)",103134.0,Tosca QA Automation Engineer,5,1,-1,Pacific Consulting,"Durham, NC",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:07:20.939195,yr
13,"$132,186 /yr (est.)",132186.0,Sr Software QA Contractor,5,1,1,PlayStation Global,"Aliso Viejo, CA",4.0,0,29,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.5,3.8,4.0,3.5,3.8,2023-05-20 14:07:26.730769,yr
14,"$227,185 /yr (est.)",227185.0,"QA Lead Coordinator, Console",5,1,1,Roblox,"San Mateo, CA",4.1,0,19,1001 to 5000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.2,4.5,4.0,3.9,4.0,2023-05-20 14:07:30.046546,yr
15,$45.47 /hr (est.),94577.6,QA Automation Engineer,6,2,-1,N9 it solutions,Remote,4.6,1,7,51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.6,4.5,4.3,4.4,4.4,2023-05-20 14:07:32.770630,hr
16,"$51,924 /yr (est.)",51924.0,QA Tester,1,1,1,Dollar Tree,"Chesapeake, VA",3.0,0,-1,-1,-1,-1,-1,-1,-1,2.9,2.4,2.8,2.7,2.8,2023-05-20 14:07:35.502412,yr
17,$47.50 /hr (est.),98800.0,QA Tester,10,1,1,MARVEL TECHNOLOGIES INC,"Chicago, IL",3.7,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.6,3.9,3.8,3.6,2023-05-20 14:07:39.127569,hr
18,$52.50 /hr (est.),109200.0,QA Manual Tester,10,1,-1,ExpressTech,"Las Vegas, NV",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:07:43.154648,hr
19,"$97,000 /yr (est.)",97000.0,QA Engineer,0,1,1,Financial Times,"New York, NY",4.2,0,135,1001 to 5000 Employees,1888,Subsidiary or Business Segment,Publishing,Media & Communication,Unknown / Non-Applicable,3.7,3.8,4.4,3.9,4.3,2023-05-20 14:07:48.936193,yr
20,$50.00 /hr (est.),104000.0,QA Manual Tester,8,1,0,Devcare Solutions,"Columbus, OH",3.7,0,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,2023-05-20 14:07:51.548878,hr
22,"$125,000 /yr (est.)",125000.0,Senior QA Engineer,5,1,1,"Climate Vault Solutions, Inc.",Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:07:59.000196,yr
23,$15.00 /hr (est.),31200.0,Software Tester,0,2,0,ApplicantPro,Remote,4.7,1,17,51 to 200 Employees,2006,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),4.5,4.2,4.7,4.5,4.6,2023-05-20 14:08:04.948280,hr
24,"$116,350 /yr (est.)",116350.0,QA Engineer,3,1,1,Peloton,"New York, NY",3.5,0,11,1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.1,4.0,3.6,2.9,3.6,2023-05-20 14:08:07.657263,yr
25,"$105,318 /yr (est.)",105318.0,QA Engineer (Remote),3,1,-1,Primary.Health,"San Francisco, CA",3.9,0,3,51 to 200 Employees,2020,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.1,4.2,4.2,4.1,4.3,2023-05-20 14:08:11.902233,yr
26,$55.00 /hr (est.),114400.0,Salesforce QA- nCino,6,-1,-1,zettalogix.Inc,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:08:14.597849,hr
28,"$71,466 /yr (est.)",71466.0,QA Tester,0,2,-1,MindSeekers,"Bellevue, WA",3.1,0,-1,-1,-1,-1,-1,-1,-1,3.1,2.8,3.0,2.9,3.7,2023-05-20 14:08:25.508329,yr
31,$45.00 /hr (est.),93600.0,Tosca Automation developer,1,2,-1,Devcare Solutions,Remote,3.7,1,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,2023-05-20 14:08:46.774723,hr
32,"$81,850 /yr (est.)",81850.0,Software Quality Assurance Analyst - 100% Remote,3,1,1,Radian,Pennsylvania,4.2,0,46,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),3.8,4.1,4.3,3.8,4.4,2023-05-20 14:08:49.689087,yr
33,"$94,836 /yr (est.)",94836.0,Quality Assurance Engineer,0,1,-1,Doctor Evidence,"Santa Monica, CA",3.0,0,19,1 to 50 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),2.9,3.0,3.2,2.7,3.3,2023-05-20 14:08:52.733137,yr
34,"$101,748 /yr (est.)",101748.0,Quality Assurance Engineer,2,1,-1,Wevision LLC,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 14:08:55.670514,yr
