,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
0,$40.00 /hr (est.),83200.0,QA Engineer,3,2,1,Hire IT People Inc,"El Segundo, CA",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 12:58:45.963871,hr
1,"$96,850 /yr (est.)",96850.0,Senior Software QA Engineer (Open to Remote),6,1,1,Simpson Strong-Tie,"Boulder, CO",4.0,0,67,1001 to 5000 Employees,1956,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.6,3.9,3.8,3.5,3.7,2023-05-20 12:58:55.154673,yr
2,"$77,640 /yr (est.)",77640.0,QA Analyst,0,1,-1,Mayura,"Woodbridge, NJ",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 12:58:59.056941,yr
3,"$108,473 /yr (est.)",108473.0,QA Analyst,2,1,-1,IXL Learning,"San Mateo, CA",3.2,0,25,1001 to 5000 Employees,1998,Company - Private,Education & Training Services,Education,$100 to $500 million (USD),2.9,3.1,3.1,2.8,3.6,2023-05-20 12:59:06.827300,yr
4,"$92,180 /yr (est.)",92180.0,QA Engineer - Remote,2,1,1,Genome,"New York, NY",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.2,3.9,3.4,3.2,2023-05-20 12:59:11.430990,yr
5,$29.00 /hr (est.),60320.0,Tosca QA Automation Engineer,5,2,1,Infologitech,"Raleigh, NC",4.3,0,-1,-1,-1,-1,-1,-1,-1,4.1,4.1,4.3,4.3,4.1,2023-05-20 12:59:17.722356,hr
6,"$105,196 /yr (est.)",105196.0,SDET,0,2,-1,Convene Technologies,"New York, NY",3.6,0,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.1,2.9,3.1,2.9,3.1,2023-05-20 12:59:23.497508,yr
8,$26.50 /hr (est.),55120.0,Junior QA Analyst,1,1,-1,TRESUME,"Detroit, MI",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 12:59:34.468529,hr
9,"$227,185 /yr (est.)",227185.0,"QA Lead Coordinator, Console",5,1,1,Roblox,"San Mateo, CA",4.1,0,19,1001 to 5000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.2,4.5,4.0,3.9,4.0,2023-05-20 12:59:43.342498,yr
10,$15.00 /hr (est.),31200.0,Software Tester,0,2,0,ApplicantPro,Remote,4.7,1,17,51 to 200 Employees,2006,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),4.5,4.2,4.7,4.5,4.6,2023-05-20 12:59:48.336470,hr
11,"$71,623 /yr (est.)",71623.0,IT QA/QC Analyst,2,1,-1,Skanska USA,"Charlotte, NC",4.2,0,36,10000+ Employees,1987,Company - Public,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.9,3.9,4.2,3.8,3.9,2023-05-20 12:59:53.283614,yr
12,"$51,924 /yr (est.)",51924.0,QA Tester,1,1,1,Dollar Tree,"Chesapeake, VA",3.0,0,-1,-1,-1,-1,-1,-1,-1,2.9,2.4,2.8,2.7,2.8,2023-05-20 12:59:58.300743,yr
13,$48.00 /hr (est.),99840.0,Automation QA Engineer,5,2,1,"IT Engagements,Inc.",Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:00:03.827359,hr
15,$55.00 /hr (est.),114400.0,SDET/QA Automation Engineer,7,2,-1,Talent Group,"Charlotte, NC",2.3,0,-1,-1,-1,-1,-1,-1,-1,1.7,1.7,1.7,1.7,1.7,2023-05-20 13:00:19.942863,hr
17,$55.00 /hr (est.),114400.0,Salesforce QA- nCino,6,-1,-1,zettalogix.Inc,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:00:33.585959,hr
19,"$57,500 /yr (est.)",57500.0,QA Software Tester,2,2,-1,DocNetwork,"Ann Arbor, MI",4.7,0,14,51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.4,4.2,4.6,4.6,4.5,2023-05-20 13:00:49.276477,yr
21,"$116,350 /yr (est.)",116350.0,QA Engineer,3,1,1,Peloton,"New York, NY",3.5,0,11,1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.1,4.0,3.6,2.9,3.6,2023-05-20 13:01:02.003929,yr
22,$57.50 /hr (est.),119600.0,QA Test Analyst,7,1,-1,Siri info solutions inc,"Concord, AR",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:01:07.652293,hr
24,"$103,134 /yr (est.)",103134.0,Tosca QA Automation Engineer,5,1,-1,Pacific Consulting,"Durham, NC",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:01:23.276027,yr
25,$50.00 /hr (est.),104000.0,QA Manual Tester,8,1,0,Devcare Solutions,"Columbus, OH",3.7,0,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,2023-05-20 13:01:31.990876,hr
26,"$105,318 /yr (est.)",105318.0,QA Engineer (Remote),3,1,-1,Primary.Health,"San Francisco, CA",3.9,0,3,51 to 200 Employees,2020,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.1,4.2,4.2,4.1,4.3,2023-05-20 13:01:36.344037,yr
27,$47.50 /hr (est.),98800.0,QA Tester,10,1,1,MARVEL TECHNOLOGIES INC,"Chicago, IL",3.7,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.6,3.9,3.8,3.6,2023-05-20 13:01:41.436459,hr
28,"$58,918 /yr (est.)",58918.0,Manual QA Tester,0,1,-1,Frndly TV,"Denver, CO",4.6,0,4,1 to 50 Employees,2019,Company - Private,Broadcast Media,Media & Communication,Unknown / Non-Applicable,4.3,4.0,5.0,5.0,5.0,2023-05-20 13:01:47.338131,yr
30,"$101,748 /yr (est.)",101748.0,Quality Assurance Engineer,2,1,-1,Wevision LLC,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:02:08.190731,yr
31,"$75,209 /yr (est.)",75209.0,QA Tester,0,-1,-1,ActiveViam,"New York, NY",4.0,0,18,51 to 200 Employees,2005,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.9,4.0,4.1,3.8,4.3,2023-05-20 13:02:16.775800,yr
33,"$81,850 /yr (est.)",81850.0,Software Quality Assurance Analyst - 100% Remote,3,1,1,Radian,Pennsylvania,4.2,0,46,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD),3.8,4.1,4.3,3.8,4.4,2023-05-20 13:02:28.309597,yr
34,"$57,500 /yr (est.)",57500.0,Web Quality Assurance Engineer - Remote,3,1,-1,Provision IAM,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:02:34.844215,yr
35,"$94,836 /yr (est.)",94836.0,Quality Assurance Engineer,0,1,-1,Doctor Evidence,"Santa Monica, CA",3.0,0,19,1 to 50 Employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),2.9,3.0,3.2,2.7,3.3,2023-05-20 13:02:43.776236,yr
38,"$75,197 /yr (est.)",75197.0,Remote Quality Assurance Tester,4,1,-1,ALEUT FEDERAL LLC,"Reston, VA",3.7,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.6,3.5,3.7,4.1,2023-05-20 13:03:04.538264,yr
39,"$93,948 /yr (est.)",93948.0,Automation Tester - Remote,3,1,-1,"Cognosante, LLC",Remote,4.2,1,15,1001 to 5000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.0,3.9,4.2,4.0,4.3,2023-05-20 13:03:11.935935,yr
40,$21.82 /hr (est.),45385.6,Junior Test Engineer,1,1,1,Entech,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-20 13:03:17.120266,hr
41,"$105,000 /yr (est.)",105000.0,Software Tester,0,1,1,"Nationwide IT Services, Inc",Remote,3.8,1,17,201 to 500 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.4,3.6,3.7,3.7,3.8,2023-05-20 13:03:26.974020,yr
42,"$77,244 /yr (est.)",77244.0,Software Quality Assurance Engineer,0,1,-1,ColdTrack,Remote,4.6,1,8,501 to 1000 Employees,2015,Company - Private,Shipping & Trucking,Transportation & Logistics,$25 to $100 million (USD),4.4,4.4,3.8,4.1,3.5,2023-05-20 13:03:32.751271,yr
43,"$70,000 /yr (est.)",70000.0,Manual Software Test Engineer - QA - Dallas,0,1,0,craftable,Texas,4.1,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.7,3.6,3.8,4.0,2023-05-20 13:03:38.316763,yr
44,"$75,000 /yr (est.)",75000.0,Manual QA Tester,0,2,-1,Xactus,"Charlotte, NC",2.5,0,-1,-1,-1,-1,-1,-1,-1,2.7,2.1,2.2,2.4,3.0,2023-05-20 13:03:45.029496,yr
46,$50.00 /hr (est.),104000.0,Manual Tester,1,1,0,Devcare Solutions,"Columbus, OH",3.7,0,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,2023-05-20 13:04:00.232860,hr
48,$45.00 /hr (est.),93600.0,Tosca Automation developer,1,2,-1,Devcare Solutions,Remote,3.7,1,18,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.9,3.5,3.5,3.6,2023-05-20 13:04:12.671517,hr
49,"$92,500 /yr (est.)",92500.0,Software QA/Test Engineer,5,1,1,Travel Zap Inc.,Remote,4.6,1,11,51 to 200 Employees,2012,Company - Private,Travel Agencies,Hotels & Travel Accommodation,Unknown / Non-Applicable,4.3,4.1,4.7,4.5,4.5,2023-05-20 13:04:17.779213,yr
