,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
49,"$132,500 /yr (est.)",132500.0,"Software Engineer, Full Stack (Starshield)",2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,2023-05-24 23:15:05.489518,yr
50,"$98,508 /yr (est.)",98508.0,Embedded Flight Software Engineer,5,1,-1,Inversion Space, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 23:15:10.690901,yr
51,"$56,957 /yr (est.)",56957.0,Computer Engineer I,0,1,1,DCS Corp, MI,4.5,0,46,1001 to 5000 Employees,1977,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),4.1,4.2,4.3,4.2,4.5,2023-05-24 23:15:40.532926,yr
52,"$103,707 /yr (est.)",103707.0,Software Engineer - Full-Stack,4,1,1,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-05-24 23:15:44.508435,yr
53,"$87,413 /yr (est.)",87413.0,Embedded Software Engineer,0,1,-1,ORANGE EV LLC, MO,4.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.4,3.8,3.9,4.2,2023-05-24 23:15:46.757186,yr
55,"$76,756 /yr (est.)",76756.0,Mechanical Engineer,5,1,0,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-05-24 23:15:53.392160,yr
56,"$67,831 /yr (est.)",67831.0,Student Programs Engineer - Robotics and Autonomous Systems,3,1,-1,MathWorks, MA,4.5,0,39,501 to 1000 Employees,1984,Company - Private,Software Development,Information Technology,$1 to $5 billion (USD),4.1,4.0,4.6,4.3,4.7,2023-05-24 23:15:55.647892,yr
57,"$221,500 /yr (est.)",221500.0,Data Engineer,0,2,1,Zoox, CA,4.1,0,9,1001 to 5000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.8,4.0,3.5,3.5,2023-05-24 23:15:59.117744,yr
59,"$146,774 /yr (est.)",146774.0,"SLAM Software Engineer, Autopilot",0,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,2023-05-24 23:16:10.435843,yr
61,"$109,307 /yr (est.)",109307.0,Software Engineering Co-op,0,1,-1,QinetiQ, MA,3.9,0,22,1001 to 5000 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),3.8,3.4,3.9,3.5,4.0,2023-05-24 23:16:23.399023,yr
62,"$116,579 /yr (est.)",116579.0,Computer Vision Research Engineer,2,1,-1,DreamVu, PA,3.8,0,6,Unknown,2017,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.5,3.6,3.4,2023-05-24 23:16:25.650005,yr
64,"$254,750 /yr (est.)",254750.0,Senior Systems Test Engineer - Autonomous Vehicles,6,1,1,NVIDIA, CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,2023-05-24 23:16:31.573800,yr
65,"$103,172 /yr (est.)",103172.0,Artificial Intelligence & Machine Learning Research Engineer- Autonomous Systems,0,1,-1,Aurora Flight Sciences, MA,4.1,0,34,501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.9,4.0,3.8,4.3,2023-05-24 23:16:33.936010,yr
66,"$89,813 /yr (est.)",89813.0,Systems Engineer,5,1,1,AGCO, AZ,3.9,0,33,10000+ Employees,1990,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.6,3.6,3.3,3.5,2023-05-24 23:16:36.268758,yr
67,"$84,633 /yr (est.)",84633.0,Software Test Engineer I - Robotics,0,1,-1,Hyster-Yale Group, OR,3.5,0,38,5001 to 10000 Employees,1985,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.3,3.4,3.3,2.9,3.7,2023-05-24 23:16:38.413697,yr
68,"$76,756 /yr (est.)",76756.0,Mechanical Engineer,5,1,0,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-05-24 23:16:40.953969,yr
69,"$80,593 /yr (est.)",80593.0,Brake Systems Engineer,3,1,-1,Bosch Group, MI,4.4,0,137,10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.1,4.1,4.4,4.0,4.1,2023-05-24 23:16:43.057352,yr
70,"$56,957 /yr (est.)",56957.0,Computer Engineer I,0,1,1,DCS Corp, MI,4.5,0,46,1001 to 5000 Employees,1977,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),4.1,4.2,4.3,4.2,4.5,2023-05-24 23:16:45.529456,yr
71,"$56,829 /yr (est.)",56829.0,Test Equipment Specialist/Engineer,0,2,1,Hella, IL,3.9,0,124,10000+ Employees,1899,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),3.8,3.8,3.9,3.5,3.7,2023-05-24 23:16:47.931759,yr
73,"$103,707 /yr (est.)",103707.0,Software Engineer - Full-Stack,4,1,1,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-05-24 23:16:54.062939,yr
74,"$132,403 /yr (est.)",132403.0,Embedded Flight Software Engineer,3,1,-1,Rocket Lab USA, CA,3.1,0,17,501 to 1000 Employees,2006,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.4,2.9,2.9,2.8,2.4,2023-05-24 23:16:56.421805,yr
75,"$125,287 /yr (est.)",125287.0,"Robotics Engineer, Fleet Learning – Autopilot",3,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,2023-05-24 23:16:59.012528,yr
76,"$132,500 /yr (est.)",132500.0,"Software Engineer, Full Stack (Starshield)",2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,2023-05-24 23:17:01.964458,yr
77,"$132,500 /yr (est.)",132500.0,"Software Engineer, C++ (Starshield)",2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,2023-05-24 23:17:04.729818,yr
78,"$132,500 /yr (est.)",132500.0,FPGA Engineer (Starshield),2,1,-1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,2023-05-24 23:17:07.440088,yr
79,"$109,392 /yr (est.)",109392.0,Artificial Intelligence & Machine Learning Research Scientist- Autonomous Systems,0,1,-1,Aurora Flight Sciences, MA,4.1,0,34,501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.9,4.0,3.8,4.3,2023-05-24 23:17:09.762162,yr
80,"$122,500 /yr (est.)",122500.0,Mission Operations Engineer,0,1,-1,Impulse Space, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 23:17:12.237809,yr
81,"$86,217 /yr (est.)",86217.0,Autonomous Driving Simulation Engineer - Managed AI,3,1,-1,Deloitte, NJ,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-05-24 23:17:17.125197,yr
82,"$98,508 /yr (est.)",98508.0,Embedded Flight Software Engineer,5,1,-1,Inversion Space, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 23:17:19.568834,yr
83,"$79,088 /yr (est.)",79088.0,Software Test Engineer,3,1,1,Robotic Research, MD,4.5,0,21,201 to 500 Employees,2002,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.7,4.4,4.7,4.6,4.1,2023-05-24 23:17:24.828884,yr
84,"$103,700 /yr (est.)",103700.0,Powertrain Controls Validation Engineer - Autonomous Vehicle (GR 25),0,1,1,PACCAR, WA,3.6,0,118,10000+ Employees,1905,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.5,3.3,3.2,3.0,3.6,2023-05-24 23:17:27.436029,yr
85,"$87,413 /yr (est.)",87413.0,Embedded Software Engineer,0,1,-1,ORANGE EV LLC, MO,4.0,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.4,3.8,3.9,4.2,2023-05-24 23:17:29.778342,yr
86,"$102,310 /yr (est.)",102310.0,Engineering Software Engineer,0,1,1,Valeo, MI,3.9,0,100,10000+ Employees,1923,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.6,3.7,3.3,3.3,2023-05-24 23:17:33.421472,yr
87,"$235,000 /yr (est.)",235000.0,Principal Software Engineer (Starshield),10,1,1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,2023-05-24 23:17:36.318286,yr
88,"$200,000 /yr (est.)",200000.0,"Tech Lead, Software Engineer, Autonomous Car Startup",8,1,1,Recruiting From Scratch, AZ,3.9,0,4,1 to 50 Employees,2019,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$1 to $5 million (USD),4.0,3.9,3.6,3.5,3.9,2023-05-24 23:17:39.170593,yr
89,"$100,000 /yr (est.)",100000.0,Mechanical Engineer I,0,1,-1,Saildrone, CA,3.5,0,7,51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.2,3.4,3.7,3.1,3.5,2023-05-24 23:17:42.053075,yr
91,"$109,307 /yr (est.)",109307.0,Software Engineering Co-op,0,1,-1,QinetiQ, MA,3.9,0,22,1001 to 5000 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),3.8,3.4,3.9,3.5,4.0,2023-05-24 23:17:55.846955,yr
92,"$254,750 /yr (est.)",254750.0,Senior Systems Test Engineer - Autonomous Vehicles,6,1,1,NVIDIA, CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,2023-05-24 23:17:58.460822,yr
93,"$89,813 /yr (est.)",89813.0,Systems Engineer,5,1,1,AGCO, AZ,3.9,0,33,10000+ Employees,1990,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.6,3.6,3.3,3.5,2023-05-24 23:18:00.961080,yr
94,"$84,633 /yr (est.)",84633.0,Software Test Engineer I - Robotics,0,1,-1,Hyster-Yale Group, OR,3.5,0,38,5001 to 10000 Employees,1985,Company - Public,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.3,3.4,3.3,2.9,3.7,2023-05-24 23:18:03.443127,yr
95,"$76,756 /yr (est.)",76756.0,Mechanical Engineer,5,1,0,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-05-24 23:18:06.371033,yr
96,"$80,593 /yr (est.)",80593.0,Brake Systems Engineer,3,1,-1,Bosch Group, MI,4.4,0,137,10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.1,4.1,4.4,4.0,4.1,2023-05-24 23:18:08.882267,yr
97,"$56,957 /yr (est.)",56957.0,Computer Engineer I,0,1,1,DCS Corp, MI,4.5,0,46,1001 to 5000 Employees,1977,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),4.1,4.2,4.3,4.2,4.5,2023-05-24 23:18:12.044929,yr
98,"$56,829 /yr (est.)",56829.0,Test Equipment Specialist/Engineer,0,2,1,Hella, IL,3.9,0,124,10000+ Employees,1899,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),3.8,3.8,3.9,3.5,3.7,2023-05-24 23:18:14.982417,yr
100,"$103,707 /yr (est.)",103707.0,Software Engineer - Full-Stack,4,1,1,Skyways, TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-05-24 23:18:20.965300,yr
101,"$132,403 /yr (est.)",132403.0,Embedded Flight Software Engineer,3,1,-1,Rocket Lab USA, CA,3.1,0,17,501 to 1000 Employees,2006,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.4,2.9,2.9,2.8,2.4,2023-05-24 23:18:23.643513,yr
102,"$125,287 /yr (est.)",125287.0,"Robotics Engineer, Fleet Learning – Autopilot",3,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,2023-05-24 23:18:26.756498,yr
103,"$132,500 /yr (est.)",132500.0,"Software Engineer, Full Stack (Starshield)",2,1,-1,SpaceX, CA,4.0,0,21,5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.8,3.8,3.4,2.7,2023-05-24 23:18:29.492960,yr
104,"$132,500 /yr (est.)",132500.0,FPGA Engineer (Starshield),2,1,-1,Swarm Technologies, CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,2023-05-24 23:18:32.090173,yr
105,"$109,392 /yr (est.)",109392.0,Artificial Intelligence & Machine Learning Research Scientist- Autonomous Systems,0,1,-1,Aurora Flight Sciences, MA,4.1,0,34,501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.9,4.0,3.8,4.3,2023-05-24 23:18:35.174048,yr
106,"$122,500 /yr (est.)",122500.0,Mission Operations Engineer,0,1,-1,Impulse Space, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 23:18:38.377583,yr
107,"$98,508 /yr (est.)",98508.0,Embedded Flight Software Engineer,5,1,-1,Inversion Space, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 23:18:43.520208,yr
