,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
99,"$130,296 /yr (est.)",130296.0,Computer Vision Software Engineer,0,2,-1,"Valve Software
4.4", WA,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.0,4.2,3.7,3.3,3.9,2023-05-24 00:50:08.708692,yr
100,"$140,324 /yr (est.)",140324.0,Deep Learning Engineer,0,1,1,"Matroid
4.7", CA,4.7,0,7,1 to 50 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.2,4.2,4.8,2023-05-24 00:50:11.956607,yr
101,"$104,694 /yr (est.)",104694.0,Computer Vision Engineer,0,1,-1,"AGCO
3.9", IL,3.9,0,33,10000+ Employees,1990,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.6,3.6,3.3,3.5,2023-05-24 00:50:14.761602,yr
102,"$175,000 /yr (est.)",175000.0,Senior Machine Learning Engineer,5,1,1,"Transcarent
3.8",Remote,3.8,1,3,201 to 500 Employees,2020,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.5,4.4,3.7,3.7,3.7,2023-05-24 00:50:17.626940,yr
103,"$155,200 /yr (est.)",155200.0,Software Engineer - AI,2,1,1,"HubSpot
4.3", MA,4.3,0,17,1001 to 5000 Employees,2006,Company - Public,Computer Hardware Development,Information Technology,$500 million to $1 billion (USD),4.1,4.1,4.4,4.1,4.3,2023-05-24 00:50:20.308158,yr
104,"$187,500 /yr (est.)",187500.0,Staff Machine Learning Engineer,0,2,-1,"Runway AI
5.0",Remote,5.0,1,5,1 to 50 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-24 00:50:23.227923,yr
105,"$103,711 /yr (est.)",103711.0,Machine Learning Engineer I,5,1,-1,"Broad Institute
4.4", MA,4.4,0,19,1001 to 5000 Employees,2004,Nonprofit Organization,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),4.2,3.9,4.6,4.0,4.1,2023-05-24 00:50:25.885105,yr
107,"$150,846 /yr (est.)",150846.0,Principal Machine Learning Engineer,0,2,1,"Upwork
4.2", CA,4.2,0,9,501 to 1000 Employees,2014,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),3.9,4.0,4.1,3.8,4.2,2023-05-24 00:50:33.108469,yr
108,"$128,202 /yr (est.)",128202.0,Machine Learning Engineer / A.I.,0,1,-1,"Gaea Global Technologies, In
4.7", CA,4.7,0,16,51 to 200 Employees,2007,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),4.4,4.3,4.6,4.5,4.2,2023-05-24 00:50:36.674301,yr
109,"$102,727 /yr (est.)",102727.0,Machine Learning Engineer,5,1,0,"Agilysys, Inc.
3.5", WA,3.5,0,60,1001 to 5000 Employees,1963,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$100 to $500 million (USD),3.7,3.7,3.4,3.2,2.9,2023-05-24 00:50:39.741441,yr
111,"$118,145 /yr (est.)",118145.0,Senior Machine Learning Engineer,8,1,0,"Novo Nordisk
4.3", MA,4.3,0,100,10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.9,4.1,4.3,3.8,4.1,2023-05-24 00:50:46.504046,yr
112,"$125,361 /yr (est.)",125361.0,Machine Learning Engineer,4,1,-1,"Generate Biomedicines
5.0", MA,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,5.0,4.7,4.8,2023-05-24 00:50:49.224880,yr
113,"$119,538 /yr (est.)",119538.0,Machine Learning Engineer,3,2,-1,"Babel Street
4.4", MA,4.4,0,11,51 to 200 Employees,2012,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.2,4.1,4.2,4.1,4.4,2023-05-24 00:50:52.698102,yr
114,"$133,558 /yr (est.)",133558.0,Machine Learning Engineer,0,1,-1,"DeepMotion
5.0", CA,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 00:50:55.307655,yr
115,"$81,354 /yr (est.)",81354.0,Research Engineer - AllenNLP,2,1,-1,"The Allen Institute for AI
4.9", WA,4.9,0,9,201 to 500 Employees,2014,Nonprofit Organization,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.8,4.9,4.8,4.8,4.9,2023-05-24 00:50:59.664575,yr
116,"$207,125 /yr (est.)",207125.0,Senior Deep Learning Engineer - Drug Discovery AI,5,1,1,"Oski Technology
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,2023-05-24 00:51:12.112951,yr
117,"$109,740 /yr (est.)",109740.0,Senior Machine Learning Engineer,0,1,-1,"Vanguard
3.6", PA,3.6,0,48,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.9,2023-05-24 00:51:14.940539,yr
118,"$120,894 /yr (est.)",120894.0,Machine Learning Engineer- Computer Vision,0,1,-1,"STR
4.2", MA,4.2,0,13,501 to 1000 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.3,4.5,4.1,4.0,4.1,2023-05-24 00:51:17.970028,yr
119,"$155,332 /yr (est.)",155332.0,Machine Learning Software Engineer,3,1,1,"Genentech
4.3", CA,4.3,0,47,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.3,4.1,3.6,4.0,2023-05-24 00:51:20.845847,yr
120,"$165,350 /yr (est.)",165350.0,Machine Learning Engineer,0,1,-1,"Adobe
4.4", CA,4.4,0,41,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.0,4.4,4.4,3.9,4.3,2023-05-24 00:51:23.779235,yr
121,"$104,694 /yr (est.)",104694.0,Computer Vision Engineer,0,1,-1,"AGCO
3.9", IL,3.9,0,33,10000+ Employees,1990,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.6,3.6,3.3,3.5,2023-05-24 00:51:26.519237,yr
122,"$132,499 /yr (est.)",132499.0,Computer Vision Engineer,3,1,-1,"Vimaan Robotics
3.5", CA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.2,2.7,3.1,3.0,2.7,2023-05-24 00:51:29.205040,yr
123,"$147,029 /yr (est.)",147029.0,Staff Software Engineer - Deep Learning Acceleration,5,1,1,"Aurora Innovation
3.9", CA,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,2023-05-24 00:51:32.485996,yr
124,"$116,736 /yr (est.)",116736.0,Machine Learning Engineer,6,1,0,"Fidelity Investments
4.3", MA,4.3,0,77,10000+ Employees,1946,Company - Private,Investment & Asset Management,Financial Services,$10+ billion (USD),4.2,4.1,4.4,4.0,4.2,2023-05-24 00:51:35.167504,yr
125,"$150,846 /yr (est.)",150846.0,Principal Machine Learning Engineer,0,2,1,"Upwork
4.2", CA,4.2,0,9,501 to 1000 Employees,2014,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),3.9,4.0,4.1,3.8,4.2,2023-05-24 00:51:38.028827,yr
126,"$155,200 /yr (est.)",155200.0,Software Engineer - AI,2,1,1,"HubSpot
4.3", MA,4.3,0,17,1001 to 5000 Employees,2006,Company - Public,Computer Hardware Development,Information Technology,$500 million to $1 billion (USD),4.1,4.1,4.4,4.1,4.3,2023-05-24 00:51:40.875732,yr
127,"$140,229 /yr (est.)",140229.0,Machine Learning Engineer II,0,1,0,"PlayStation Global
4.0", CA,4.0,0,29,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,2023-05-24 00:51:44.160501,yr
128,"$120,000 /yr (est.)",120000.0,Machine Learning Research Engineer,4,1,-1,"Leidos
3.9", MI,3.9,0,54,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.6,3.8,3.6,4.0,2023-05-24 00:51:47.255228,yr
129,"$150,000 /yr (est.)",150000.0,Machine Learning Engineer,2,1,-1,"Hive
3.8", WA,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.3,3.6,3.7,3.0,4.1,2023-05-24 00:51:49.878732,yr
131,"$175,000 /yr (est.)",175000.0,Senior Machine Learning Engineer,5,1,1,"Transcarent
3.8",Remote,3.8,1,3,201 to 500 Employees,2020,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.5,4.4,3.7,3.7,3.7,2023-05-24 00:51:58.397806,yr
134,"$130,296 /yr (est.)",130296.0,Computer Vision Software Engineer,0,2,-1,"Valve Software
4.4", WA,4.4,0,-1,-1,-1,-1,-1,-1,-1,4.0,4.2,3.7,3.3,3.9,2023-05-24 00:52:09.540405,yr
135,"$118,678 /yr (est.)",118678.0,Senior Deep Learning Engineer (Computer Vision,0,1,1,Approgence Inc., CA,-1,0,17,1 to 50 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1,-1,-1,-1,-1,2023-05-24 00:52:12.931554,yr
136,"$172,000 /yr (est.)",172000.0,"Software Engineer, Machine Learning - Generative AI",5,1,-1,"Meta
3.9", WA,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,2023-05-24 00:52:17.657390,yr
137,"$140,324 /yr (est.)",140324.0,Deep Learning Engineer,0,1,1,"Matroid
4.7", CA,4.7,0,7,1 to 50 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.2,4.2,4.8,2023-05-24 00:52:20.623514,yr
138,"$187,500 /yr (est.)",187500.0,Staff Machine Learning Engineer,0,2,-1,"Runway AI
5.0",Remote,5.0,1,5,1 to 50 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-24 00:52:24.674014,yr
139,"$172,000 /yr (est.)",172000.0,"Software Engineer, Computer Vision",0,1,-1,"Meta
3.9", WA,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,2023-05-24 00:52:27.841589,yr
140,"$172,000 /yr (est.)",172000.0,Research Engineer,3,1,-1,"Oculus
3.9", PA,3.9,0,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,2023-05-24 00:52:30.596742,yr
142,"$119,538 /yr (est.)",119538.0,Machine Learning Engineer,3,2,-1,"Babel Street
4.4", MA,4.4,0,11,51 to 200 Employees,2012,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.2,4.1,4.2,4.1,4.4,2023-05-24 00:52:37.278055,yr
143,"$198,000 /yr (est.)",198000.0,Senior Software Development Engineer,6,1,1,"Zillow
3.9",Washington State,3.9,0,18,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),3.6,4.0,4.1,3.4,4.2,2023-05-24 00:52:40.028814,yr
144,"$144,500 /yr (est.)",144500.0,Machine Learning Engineer,0,1,-1,"Hayden AI Technologies
5.0", CA,5.0,0,4,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),5.0,5.0,5.0,5.0,5.0,2023-05-24 00:52:43.031293,yr
146,"$91,476 /yr (est.)",91476.0,Pre-Doc: Jr. Machine Learning Engineer,0,1,0,"Argonne National Laboratory
4.4", IL,4.4,0,77,1001 to 5000 Employees,1946,Government,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.9,4.0,4.2,3.9,4.3,2023-05-24 00:53:00.139043,yr
148,"$161,975 /yr (est.)",161975.0,Machine Learning Engineer - Computer Vision,3,1,0,"TikTok
3.6", WA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.5,3.1,3.0,2023-05-24 00:53:07.436378,yr
149,"$110,147 /yr (est.)",110147.0,Software Engineer - Remote,2,1,1,"Mayo Clinic
3.9", MN,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.8,3.9,3.3,3.5,2023-05-24 00:53:10.634551,yr
151,"$127,500 /yr (est.)",127500.0,Machine Learning Engineer,0,1,0,"Pison Technology
3.3", MA,3.3,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.2,3.1,3.2,3.4,2023-05-24 00:53:18.555243,yr
152,"$207,125 /yr (est.)",207125.0,Senior Deep Learning Engineer - Drug Discovery AI,5,1,1,"Oski Technology
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,2023-05-24 00:53:22.729868,yr
153,"$203,556 /yr (est.)",203556.0,Software Engineer (Machine Learning),0,1,1,"Anyscale
4.0", CA,4.0,0,4,51 to 200 Employees,2019,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.7,3.7,3.7,3.4,2023-05-24 00:53:25.582750,yr
154,$45.00 /hr (est.),93600.0,Computer Vision Engineer I,2,1,-1,"Intelliswift Software, Inc.
4.2", PA,4.2,0,22,1001 to 5000 Employees,2001,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),4.1,3.9,4.1,4.0,4.1,2023-05-24 00:53:28.476784,hr
155,"$150,000 /yr (est.)",150000.0,Computer Vision AI Engineer,3,2,-1,"Ianuly Talent Accelerators
4.6",United States,4.6,0,14,1 to 50 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.3,4.3,4.4,5.0,4.8,2023-05-24 00:53:31.439338,yr
159,"$137,755 /yr (est.)",137755.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,2023-05-24 00:53:48.745443,yr
160,"$165,350 /yr (est.)",165350.0,Machine Learning Engineer,0,1,1,"Adobe
4.4", CA,4.4,0,41,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.0,4.4,4.4,3.9,4.3,2023-05-24 00:53:51.668587,yr
161,"$109,740 /yr (est.)",109740.0,Senior Machine Learning Engineer,0,1,-1,"Vanguard
3.6", PA,3.6,0,48,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.9,2023-05-24 00:53:54.647903,yr
162,$34.00 /hr (est.),70720.0,Co-Op Computer Vision - Deep Learning (Fall 2023),2,1,-1,"Torc Robotics
4.3", TX,4.3,0,16,501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),4.0,4.5,4.5,3.9,4.1,2023-05-24 00:53:57.603939,hr
164,"$135,739 /yr (est.)",135739.0,"Software Engineer, Deep Learning for Computer Vision",0,1,1,"Kodiak Robotics
4.3", CA,4.3,0,5,1 to 50 Employees,2018,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.1,4.3,4.3,4.2,2023-05-24 00:54:05.148942,yr
165,"$106,208 /yr (est.)",106208.0,Deep Learning / Computer Vision engineer,3,2,1,"IREX
3.8", VA,3.8,0,54,1001 to 5000 Employees,1969,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.1,3.6,4.0,3.7,3.8,2023-05-24 00:54:08.431634,yr
166,"$113,934 /yr (est.)",113934.0,Software Engineer 1 - Machine Learning,0,1,-1,"Abacus.AI
4.9", CA,4.9,0,4,51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.7,5.0,4.6,2023-05-24 00:54:11.343594,yr
167,"$104,789 /yr (est.)",104789.0,Frontend Engineer,5,1,1,"Wonders Corporation
3.1", NY,3.1,0,11,201 to 500 Employees,2012,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.8,4.0,3.5,3.3,3.5,2023-05-24 00:54:14.682927,yr
168,"$116,060 /yr (est.)",116060.0,Staff Software Engineer - Deep Learning Acceleration,5,1,1,"Aurora Innovation
3.9", CO,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,2023-05-24 00:54:18.171456,yr
170,"$120,894 /yr (est.)",120894.0,Machine Learning Engineer- Computer Vision,0,1,-1,"STR
4.2", MA,4.2,0,13,501 to 1000 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.3,4.5,4.1,4.0,4.1,2023-05-24 00:54:25.213322,yr
171,"$155,332 /yr (est.)",155332.0,Machine Learning Software Engineer,3,1,1,"Genentech
4.3", CA,4.3,0,47,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.3,4.1,3.6,4.0,2023-05-24 00:54:28.475187,yr
173,"$114,100 /yr (est.)",114100.0,Software Engineer I,0,1,-1,"Microsoft
4.3", WA,4.3,0,48,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.1,4.1,4.3,4.0,4.1,2023-05-24 00:54:35.981664,yr
175,"$91,476 /yr (est.)",91476.0,Pre-Doc: Jr. Machine Learning Engineer,0,1,0,"Argonne National Laboratory
4.4", IL,4.4,0,77,1001 to 5000 Employees,1946,Government,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.9,4.0,4.2,3.9,4.3,2023-05-24 00:54:53.500307,yr
177,"$161,975 /yr (est.)",161975.0,Machine Learning Engineer - Computer Vision,3,1,0,"TikTok
3.6", WA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.5,3.1,3.0,2023-05-24 00:55:01.038508,yr
178,"$110,147 /yr (est.)",110147.0,Software Engineer - Remote,2,1,1,"Mayo Clinic
3.9", MN,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.8,3.9,3.3,3.5,2023-05-24 00:55:04.314288,yr
180,"$127,500 /yr (est.)",127500.0,Machine Learning Engineer,0,1,0,"Pison Technology
3.3", MA,3.3,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.2,3.1,3.2,3.4,2023-05-24 00:55:12.240112,yr
181,"$207,125 /yr (est.)",207125.0,Senior Deep Learning Engineer - Drug Discovery AI,5,1,1,"Oski Technology
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,2023-05-24 00:55:16.229126,yr
182,"$203,556 /yr (est.)",203556.0,Software Engineer (Machine Learning),0,1,1,"Anyscale
4.0", CA,4.0,0,4,51 to 200 Employees,2019,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.7,3.7,3.7,3.4,2023-05-24 00:55:19.313492,yr
183,$45.00 /hr (est.),93600.0,Computer Vision Engineer I,2,1,-1,"Intelliswift Software, Inc.
4.2", PA,4.2,0,22,1001 to 5000 Employees,2001,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),4.1,3.9,4.1,4.0,4.1,2023-05-24 00:55:22.489653,hr
184,"$150,000 /yr (est.)",150000.0,Computer Vision AI Engineer,3,2,-1,"Ianuly Talent Accelerators
4.6",United States,4.6,0,14,1 to 50 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.3,4.3,4.4,5.0,4.8,2023-05-24 00:55:25.544320,yr
188,"$137,755 /yr (est.)",137755.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,2023-05-24 00:55:43.487870,yr
189,"$165,350 /yr (est.)",165350.0,Machine Learning Engineer,0,1,1,"Adobe
4.4", CA,4.4,0,41,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.0,4.4,4.4,3.9,4.3,2023-05-24 00:55:46.726302,yr
190,"$109,740 /yr (est.)",109740.0,Senior Machine Learning Engineer,0,1,-1,"Vanguard
3.6", PA,3.6,0,48,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.9,2023-05-24 00:55:50.284131,yr
191,$34.00 /hr (est.),70720.0,Co-Op Computer Vision - Deep Learning (Fall 2023),2,1,-1,"Torc Robotics
4.3", TX,4.3,0,16,501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),4.0,4.5,4.5,3.9,4.1,2023-05-24 00:55:53.992354,hr
193,"$135,739 /yr (est.)",135739.0,"Software Engineer, Deep Learning for Computer Vision",0,1,1,"Kodiak Robotics
4.3", CA,4.3,0,5,1 to 50 Employees,2018,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.1,4.3,4.3,4.2,2023-05-24 00:56:01.434906,yr
194,"$106,208 /yr (est.)",106208.0,Deep Learning / Computer Vision engineer,3,2,1,"IREX
3.8", VA,3.8,0,54,1001 to 5000 Employees,1969,Company - Private,Construction,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.1,3.6,4.0,3.7,3.8,2023-05-24 00:56:04.659406,yr
195,"$113,934 /yr (est.)",113934.0,Software Engineer 1 - Machine Learning,0,1,-1,"Abacus.AI
4.9", CA,4.9,0,4,51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.7,5.0,4.6,2023-05-24 00:56:07.793690,yr
196,"$104,789 /yr (est.)",104789.0,Frontend Engineer,5,1,1,"Wonders Corporation
3.1", NY,3.1,0,11,201 to 500 Employees,2012,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.8,4.0,3.5,3.3,3.5,2023-05-24 00:56:11.450671,yr
197,"$116,060 /yr (est.)",116060.0,Staff Software Engineer - Deep Learning Acceleration,5,1,1,"Aurora Innovation
3.9", CO,3.9,0,6,201 to 500 Employees,2017,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.9,3.9,3.8,2023-05-24 00:56:14.996131,yr
199,"$120,894 /yr (est.)",120894.0,Machine Learning Engineer- Computer Vision,0,1,-1,"STR
4.2", MA,4.2,0,13,501 to 1000 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.3,4.5,4.1,4.0,4.1,2023-05-24 00:56:22.661139,yr
200,"$155,332 /yr (est.)",155332.0,Machine Learning Software Engineer,3,1,1,"Genentech
4.3", CA,4.3,0,47,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.3,4.1,3.6,4.0,2023-05-24 00:56:26.080935,yr
202,"$114,100 /yr (est.)",114100.0,Software Engineer I,0,1,-1,"Microsoft
4.3", WA,4.3,0,48,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.1,4.1,4.3,4.0,4.1,2023-05-24 00:56:34.875009,yr
204,"$91,476 /yr (est.)",91476.0,Pre-Doc: Jr. Machine Learning Engineer,0,1,0,"Argonne National Laboratory
4.4", IL,4.4,0,77,1001 to 5000 Employees,1946,Government,Research & Development,Management & Consulting,Unknown / Non-Applicable,3.9,4.0,4.2,3.9,4.3,2023-05-24 00:56:53.394471,yr
206,"$161,975 /yr (est.)",161975.0,Machine Learning Engineer - Computer Vision,3,1,0,"TikTok
3.6", WA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.5,3.1,3.0,2023-05-24 00:57:01.335322,yr
207,"$110,147 /yr (est.)",110147.0,Software Engineer - Remote,2,1,1,"Mayo Clinic
3.9", MN,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.8,3.9,3.3,3.5,2023-05-24 00:57:05.291190,yr
209,"$127,500 /yr (est.)",127500.0,Machine Learning Engineer,0,1,0,"Pison Technology
3.3", MA,3.3,0,-1,-1,-1,-1,-1,-1,-1,3.4,3.2,3.1,3.2,3.4,2023-05-24 00:57:14.541390,yr
210,"$207,125 /yr (est.)",207125.0,Senior Deep Learning Engineer - Drug Discovery AI,5,1,1,"Oski Technology
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.5,4.5,4.6,4.4,4.2,2023-05-24 00:57:19.185349,yr
211,"$203,556 /yr (est.)",203556.0,Software Engineer (Machine Learning),0,1,1,"Anyscale
4.0", CA,4.0,0,4,51 to 200 Employees,2019,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.8,3.7,3.7,3.7,3.4,2023-05-24 00:57:22.594473,yr
212,$45.00 /hr (est.),93600.0,Computer Vision Engineer I,2,1,-1,"Intelliswift Software, Inc.
4.2", PA,4.2,0,22,1001 to 5000 Employees,2001,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),4.1,3.9,4.1,4.0,4.1,2023-05-24 00:57:26.154156,hr
213,"$150,000 /yr (est.)",150000.0,Computer Vision AI Engineer,3,2,-1,"Ianuly Talent Accelerators
4.6",United States,4.6,0,14,1 to 50 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.3,4.3,4.4,5.0,4.8,2023-05-24 00:57:29.473389,yr
217,"$137,755 /yr (est.)",137755.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.4,3.1,2.9,2023-05-24 00:57:49.544270,yr
218,"$165,350 /yr (est.)",165350.0,Machine Learning Engineer,0,1,1,"Adobe
4.4", CA,4.4,0,41,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.0,4.4,4.4,3.9,4.3,2023-05-24 00:57:52.988497,yr
219,"$109,740 /yr (est.)",109740.0,Senior Machine Learning Engineer,0,1,-1,"Vanguard
3.6", PA,3.6,0,48,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.2,3.9,2023-05-24 00:57:56.897636,yr
220,$34.00 /hr (est.),70720.0,Co-Op Computer Vision - Deep Learning (Fall 2023),2,1,-1,"Torc Robotics
4.3", TX,4.3,0,16,501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),4.0,4.5,4.5,3.9,4.1,2023-05-24 00:58:00.788807,hr
