,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
86,"$65,395 /yr (est.)",65395.0,Digital Marketing /Account- Based Marketing Analyst,0,1,1,"Material Handling Industry
3.9", NC,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.2,4.2,3.7,3.1,3.9,2023-05-25 00:02:22.124033,yr
87,"$66,000 /yr (est.)",66000.0,Digital Marketing Analyst(2244),5,1,1,"Waukesha-Pearce Industries, LLC
3.0", TX,3.0,0,47,501 to 1000 Employees,1976,Company - Private,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),2.8,3.0,2.5,2.1,2.9,2023-05-25 00:02:28.837891,yr
88,"$90,000 /yr (est.)",90000.0,Senior Content Marketing Analyst,7,1,1,"Private Health Management
3.1", CA,3.1,0,-1,-1,-1,-1,-1,-1,-1,2.7,3.3,3.2,3.1,3.1,2023-05-25 00:02:33.551530,yr
89,"$110,595 /yr (est.)",110595.0,"Senior Business Analyst, Digital Marketing",3,1,0,"Pacific Western Bank
3.6", CA,3.6,0,21,1001 to 5000 Employees,2002,Subsidiary or Business Segment,Banking & Lending,Financial Services,$10+ billion (USD),3.1,3.5,3.3,3.0,4.0,2023-05-25 00:02:37.856425,yr
90,"$56,242 /yr (est.)",56242.0,Digital Marketing Analyst,2,1,-1,"Digimatiq Marketing, Inc", NC,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 00:02:48.830698,yr
91,"$87,625 /yr (est.)",87625.0,Senior Growth Marketing Analyst,3,1,1,"Grokstream
4.6", CA,4.6,0,14,1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.5,4.0,5.0,5.0,4.5,2023-05-25 00:02:53.959632,yr
92,"$66,368 /yr (est.)",66368.0,Digital Marketing Analyst (CMD),5,1,1,"Waukesha Pearce Industries
3.0", TX,3.0,0,47,501 to 1000 Employees,1976,Company - Private,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),2.8,3.0,2.5,2.1,2.9,2023-05-25 00:02:56.703102,yr
93,"$70,000 /yr (est.)",70000.0,Marketing and CRM Analyst,5,1,1,Soul Provider Inc., IN,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 00:02:59.461679,yr
94,"$60,203 /yr (est.)",60203.0,Digital Marketing Analyst,2,1,1,"Socket Telecom, LLC
2.7", MO,2.7,0,29,51 to 200 Employees,1994,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$25 to $100 million (USD),2.7,2.0,3.1,2.4,3.1,2023-05-25 00:03:05.338838,yr
95,"$64,212 /yr (est.)",64212.0,ANALYST (Marketing Specialist),8,1,-1,"Immersion Consulting, LLC
3.4", MD,3.4,0,19,51 to 200 Employees,2004,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.3,3.7,3.7,3.5,4.0,2023-05-25 00:03:08.368391,yr
96,"$65,000 /yr (est.)",65000.0,Marketing Analyst,5,1,1,"Harris Computer Systems
4.2", NY,4.2,0,47,10000+ Employees,1976,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.2,3.8,4.4,4.1,4.3,2023-05-25 00:03:11.173057,yr
97,"$66,789 /yr (est.)",66789.0,Marketing Strategy Analyst,0,1,1,"Reynolds Lake Oconee
4.6", GA,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.2,4.2,4.3,4.3,3.9,2023-05-25 00:03:13.981182,yr
98,"$65,278 /yr (est.)",65278.0,Marketing & Communications Analyst,5,1,1,"The Timken Company
3.8", MI,3.8,0,124,10000+ Employees,1899,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD),3.4,3.4,3.6,3.0,3.4,2023-05-25 00:03:17.700126,yr
99,"$80,912 /yr (est.)",80912.0,Senior Marketing Analyst,5,1,1,"TPN
3.9", TX,3.9,0,39,201 to 500 Employees,1984,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.7,3.6,4.0,3.7,3.9,2023-05-25 00:03:21.713327,yr
100,"$70,000 /yr (est.)",70000.0,Sr Digital Marketing Data Analyst - Paid Search,5,1,1,"RiseIT Solutions
3.7", FL,3.7,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.9,3.9,3.8,4.2,2023-05-25 00:03:26.028683,yr
102,"$100,741 /yr (est.)",100741.0,"Senior Analyst, Enterprise Marketing Analytics",5,1,1,"Boston Scientific Corporation
4.1", MA,4.1,0,44,10000+ Employees,1979,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.9,4.2,3.8,3.8,2023-05-25 00:03:37.831500,yr
103,"$156,925 /yr (est.)",156925.0,"Marketing Lead Analyst - Citi Commercial Bank, VP (Hybrid)",7,1,1,"Citi
3.9", NY,3.9,0,211,10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),3.9,3.8,3.8,3.5,3.5,2023-05-25 00:03:41.400135,yr
104,"$82,000 /yr (est.)",82000.0,"Sr Business Systems Analyst, Marketing",4,1,1,"VIZIO, Inc.
2.4", CA,2.4,0,21,501 to 1000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),2.5,3.1,2.1,2.0,2.4,2023-05-25 00:03:44.251282,yr
105,"$57,694 /yr (est.)",57694.0,Marketing Analyst,2,2,1,"Premier Truck Rental
4.5", IN,4.5,0,9,51 to 200 Employees,2014,Company - Private,Car & Truck Rental,Transportation & Logistics,Unknown / Non-Applicable,4.0,4.5,4.4,4.4,4.5,2023-05-25 00:03:47.006804,yr
106,"$91,038 /yr (est.)",91038.0,Marketing Analyst II,3,1,0,"ENGIE North America Inc.
3.9", CA,3.9,0,15,10000+ Employees,2008,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$25 to $100 million (USD),3.5,3.5,3.7,3.3,3.6,2023-05-25 00:03:49.829632,yr
107,"$61,598 /yr (est.)",61598.0,Marketing Analyst,0,1,1,"Hydro-Gear
3.8", IN,3.8,0,32,1001 to 5000 Employees,1991,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,3.5,3.7,4.1,3.7,3.7,2023-05-25 00:03:52.956835,yr
108,"$61,213 /yr (est.)",61213.0,Director of Digital Marketing/Marketing Analyst,5,1,1,1st Choice Air Solutions, TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-25 00:03:55.761119,yr
109,"$49,867 /yr (est.)",49867.0,Market Research Analysts and Marketing Specialists,0,1,-1,"Sai Business Solutions
4.6", TX,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.3,4.4,4.9,4.5,4.9,2023-05-25 00:04:01.890937,yr
110,"$65,000 /yr (est.)",65000.0,Commercial Marketing Analyst,5,1,1,"Floworks International LLC
3.6", TX,3.6,0,11,501 to 1000 Employees,2012,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),3.3,3.8,3.4,3.2,3.3,2023-05-25 00:04:05.611163,yr
111,"$51,865 /yr (est.)",51865.0,Bilingual Marketing Compliance Analyst,2,1,-1,"Movement Mortgage
3.9", SC,3.9,0,15,1001 to 5000 Employees,2008,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.6,3.8,4.3,3.9,3.8,2023-05-25 00:04:08.814250,yr
112,"$75,790 /yr (est.)",75790.0,SENIOR MARKETING ANALYST,3,1,1,"Mindgruve
3.9", CA,3.9,0,22,51 to 200 Employees,2001,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),3.6,3.5,4.1,3.9,3.7,2023-05-25 00:04:12.266461,yr
