,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
22,"$132,500 /yr (est.)",132500.0,"Software Engineer, Data (Starshield)",4,1,-1,"Swarm Technologies
4.2", CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,2023-05-24 21:45:03.441229,yr
23,"$170,000 /yr (est.)",170000.0,Research Engineer,0,1,1,"PlusAI
4.1", CA,4.1,0,-1,-1,-1,-1,-1,-1,-1,4.5,4.0,5.0,5.0,4.0,2023-05-24 21:45:05.485727,yr
24,"$119,500 /yr (est.)",119500.0,Control System Engineer,5,1,1,RPO International, PA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 21:45:08.694550,yr
25,"$126,970 /yr (est.)",126970.0,Data Engineer,4,1,-1,"Luminar
3.7", CA,3.7,0,11,201 to 500 Employees,2012,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,4.1,3.4,3.1,3.4,2023-05-24 21:45:13.674526,yr
26,"$200,000 /yr (est.)",200000.0,"Research Scientist Model Engineer, Autonomous Startup",0,2,-1,"Recruiting From Scratch
3.9", AZ,3.9,0,4,1 to 50 Employees,2019,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$1 to $5 million (USD),4.0,3.9,3.6,3.5,3.9,2023-05-24 21:45:15.781818,yr
27,"$105,000 /yr (est.)",105000.0,Communications Software Development Engineer - Software Defined Radios,3,1,1,"Secmation
3.6", TX,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.6,2.6,3.1,3.1,3.6,2023-05-24 21:45:17.855080,yr
28,"$132,500 /yr (est.)",132500.0,"Software Engineer, Full Stack (Starshield)",2,1,-1,"Swarm Technologies
4.2", CA,4.2,0,7,1 to 50 Employees,2016,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.0,4.2,4.3,4.4,4.3,2023-05-24 21:45:21.042256,yr
29,"$105,000 /yr (est.)",105000.0,Communications Software Development Engineer - Software Defined Radios,3,1,1,"Secmation
3.6", NC,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.6,2.6,3.1,3.1,3.6,2023-05-24 21:45:32.264843,yr
30,"$81,479 /yr (est.)",81479.0,Robotics Software Engineer 1,4,1,-1,"Applied Research Associates, Inc
4.2", VT,4.2,0,44,1001 to 5000 Employees,1979,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.0,4.0,4.3,4.1,4.3,2023-05-24 21:45:35.294799,yr
31,"$106,254 /yr (est.)",106254.0,Full Stack Javascript Engineer,4,1,-1,"Ford Motor Company
4.1", MI,4.1,0,120,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,3.9,3.5,3.9,2023-05-24 21:45:37.419087,yr
32,"$175,000 /yr (est.)",175000.0,Senior Frontend Engineer,5,1,-1,"Union.ai
5.0", WA,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,4.6,2023-05-24 21:45:39.682809,yr
33,"$156,000 /yr (est.)",156000.0,Software Engineer - Mapping & Localization,3,2,1,"WeRide.ai
4.6", CA,4.6,0,-1,-1,-1,-1,-1,-1,-1,4.3,3.8,3.5,3.3,2.7,2023-05-24 21:45:42.710180,yr
34,"$80,472 /yr (est.)",80472.0,C++ Robotics Engineer,0,1,-1,"Autonomous Solutions
4.6", UT,4.6,0,23,51 to 200 Employees,2000,Company - Private,Electronics Manufacturing,Manufacturing,$5 to $25 million (USD),4.4,4.2,4.6,4.5,4.5,2023-05-24 21:45:45.647082,yr
35,"$95,362 /yr (est.)",95362.0,Data Engineer,5,1,1,"Ford Motor Company
4.1", MI,4.1,0,120,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,3.9,3.5,3.9,2023-05-24 21:45:47.807091,yr
36,"$81,640 /yr (est.)",81640.0,Diagnostic Software Engineer 1,1,1,1,"PACCAR
3.6", TX,3.6,0,118,10000+ Employees,1905,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.5,3.3,3.2,3.0,3.6,2023-05-24 21:45:49.802643,yr
40,"$80,000 /yr (est.)",80000.0,Vehicle Integration Engineer,5,1,-1,"TuSimple
3.1", AZ,3.1,0,8,501 to 1000 Employees,2015,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,2.9,3.7,2.8,2.5,3.1,2023-05-24 21:46:04.877105,yr
41,"$100,000 /yr (est.)",100000.0,Software Quality Assurance (Manual/Automation),5,1,-1,"Abalta Technologies Inc
4.3", CA,4.3,0,20,51 to 200 Employees,2003,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),3.8,3.3,4.3,4.1,4.1,2023-05-24 21:46:07.117171,yr
44,"$92,289 /yr (est.)",92289.0,Software Engineer,5,1,-1,Defense Acquisition Support Services LLC, VA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-24 21:46:19.460807,yr
45,"$81,349 /yr (est.)",81349.0,"Robotics Engineer, Autonomous Aerial Vehicles - National Robotics Engineering Center",10,1,0,"Carnegie Mellon University
4.4", PA,4.4,0,123,1001 to 5000 Employees,1900,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),4.3,3.9,4.2,4.0,3.8,2023-05-24 21:46:24.750890,yr
47,"$97,500 /yr (est.)",97500.0,Software Engineer - Machine Vision,0,1,-1,"RFA Engineering
4.0", IA,4.0,0,56,201 to 500 Employees,1967,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $25 million (USD),3.4,2.7,3.3,3.1,3.4,2023-05-24 21:46:30.307630,yr
